Hubspot Domain,Umbrella Domain,Rank 06/09/2019,Rank 06/09/2018,Rank 06/08/2017,Match Type
silvergoldbull.tg,silvergoldbull.com,956595,,,Approximate
silvergoldbull.tj,silvergoldbull.com,956595,,,Approximate
silvergoldbull.tm,silvergoldbull.com,956595,,,Approximate
silvergoldbull.tn,silvergoldbull.com,956595,,,Approximate
silvergoldbull.tt,silvergoldbull.com,956595,,,Approximate
silvergoldbull.tw,silvergoldbull.com,956595,,,Approximate
silvergoldbull.ug,silvergoldbull.com,956595,,,Approximate
silvergoldbull.uy,silvergoldbull.com,956595,,,Approximate
silvergoldbull.uz,silvergoldbull.com,956595,,,Approximate
silvergoldbull.vn,silvergoldbull.com,956595,,,Approximate
silvergoldbull.ws,silvergoldbull.com,956595,,,Approximate
silverjeans.com,silverjeans.com,,753043,,Exact
silverspeck.com,silverspeck.com,,,969135,Exact
silverstar.tech,silverstar.com,589973,663308,851756,Approximate
silvertribe.com,silvertribe.com,956597,,,Exact
siman.com,siman.com,693412,742625,844848,Exact
simbamatelas.fr,simbamatelas.fr,,,614304,Exact
simbasleep.com,simbasleep.com,,635178,553588,Exact
simicart.com,simicart.com,885899,,,Exact
simidress.com,simidress.com,,817028,,Exact
simmi.com,simmi.com,829070,900655,755033,Exact
simmons.com.ar,simmons.edu,261945,263045,233884,Approximate
simmons.ma,simmons.edu,261945,263045,233884,Approximate
simmsfishing.com,simmsfishing.com,638277,557805,608102,Exact
simonpearce.com,simonpearce.com,,708597,,Exact
simons.com.my,simons.demdex.net,279377,322838,391904,Approximate
simple.be,simple.com,73402,79464,67877,Approximate
simplecom.com.au,simplecom.net,,,729553,Approximate
simplecontrol.com,simplecontrol.com,945096,780815,,Exact
simple-dress.com,simple-dress.com,885900,497045,428666,Exact
simpledumpsters.com,simpledumpsters.com,,655985,,Exact
simplegreensmoothies.com,simplegreensmoothies.com,934508,900657,,Exact
simplehuman.co.uk,simplehuman.com,124441,359659,672827,Approximate
simplehuman.com,simplehuman.com,124441,359659,672827,Exact
simplepay.de,simplepay.basyspro.net,679772,403724,889206,Approximate
simpleroutebridal.com,simpleroutebridal.com,,,640060,Exact
simpletruths.com,simpletruths.com,728410,,,Exact
simplifiedbuilding.co.uk,simplifiedbuilding.com,728411,674998,661388,Approximate
simplifiedbuilding.com,simplifiedbuilding.com,728411,674998,661388,Exact
simplifiedbuilding.de,simplifiedbuilding.com,728411,674998,661388,Approximate
simplifiedbuilding.ie,simplifiedbuilding.com,728411,674998,661388,Approximate
simplifiedbuilding.nl,simplifiedbuilding.com,728411,674998,661388,Approximate
simplifiedsafety.co.uk,simplifiedsafety.com,913941,,,Approximate
simplifiedsafety.com,simplifiedsafety.com,913941,,,Exact
simplifiedsafety.de,simplifiedsafety.com,913941,,,Approximate
simplifiedsafety.nl,simplifiedsafety.com,913941,,,Approximate
simplipleasure.com,simplipleasure.com,708065,,,Exact
simplistic.com,simplistic.com,298781,,,Exact
simply.ca,simply.se,860334,498716,370146,Approximate
simplygorgeousdirect.co.uk,simplygorgeousdirect.co.uk,787360,,,Exact
simplymac.com,simplymac.com,904271,722709,,Exact
simplymac.sg,simplymac.sg,,,866275,Exact
simplyorganic.com,simplyorganic.com,956605,,,Exact
simplyorganicbeauty.com,simplyorganicbeauty.com,,,923194,Exact
simplyorganized.com,simplyorganized.me,,969022,,Approximate
simplyshredded.com,simplyshredded.com,934512,595570,420894,Exact
simplysuperheroes.com,simplysuperheroes.com,,,812269,Exact
simpsonltd.org,simpsonltd.com,,538863,,Approximate
simsupply.com,simsupply.com,774348,,,Exact
simtech.bg,simtech.uni-stuttgart.de,,413120,304749,Approximate
simulationcurriculum.com,simulationcurriculum.com,934515,671022,,Exact
sina.in,sina.com.cn,9847,7546,6157,Approximate
sinapis.pt,sinapis.it,,,486832,Approximate
sine.co,sine.co,504418,933139,,Exact
sinful.dk,sinful.dk,,,432720,Exact
sinful.fi,sinful.dk,,,432720,Approximate
sinful.no,sinful.dk,,,432720,Approximate
sinful.se,sinful.dk,,,432720,Approximate
singer.com.jm,singer.com.br,,,950220,Approximate
singer.fr,singer.com.br,,,950220,Approximate
singersroom.com,singersroom.com,693419,584152,475759,Exact
single-speed.co.uk,single-speed.co.uk,,722713,,Exact
singletracks.com,singletracks.com,182872,230322,206715,Exact
singpost.com,singpost.com,131457,155660,142000,Exact
sinnandskinn.com,sinnandskinn.com,,916709,513640,Exact
siobeauty.com,siobeauty.com,387076,645353,,Exact
sipa.nc,sipa.baml.com,395420,371483,216069,Approximate
sipa.pf,sipa.baml.com,395420,371483,216069,Approximate
sirchie.com,sirchie.com,762220,548251,,Exact
sirocco.ch,sirocco.accuweather.com,14500,14269,12100,Approximate
sisley-paris.com,sisley-paris.com,894963,462100,439605,Exact
sistergolden.com,sistergolden.com,,,661394,Exact
sitara.no,sitara.net.in,,103687,,Approximate
sitbetter.co.uk,sitbetter.com,968720,,,Approximate
sitbetter.com,sitbetter.com,968720,,,Exact
siteone.com.au,siteone.com,349096,553039,608109,Approximate
sitnsleep.com,sitnsleep.com,904301,,,Exact
sitstay.com,sitstay.com,,978493,,Exact
sivanaspirit.com,sivanaspirit.com,205055,557811,771158,Exact
sivasdescalzo.com,sivasdescalzo.com,135258,263988,889229,Exact
sivvi.com,sivvi.com,713103,708608,719980,Exact
sixityauto.com,sixityauto.com,956642,,,Exact
sixpackabs.com,sixpackabs.com,,924826,,Exact
sixpixels.com.sg,sixpixels.mirumagency.com,,856454,,Approximate
size.com.au,size.co.uk,182627,326227,286007,Approximate
sizzix.biz,sizzix.com,,708609,859043,Approximate
sizzix.co.uk,sizzix.com,,708609,859043,Approximate
sizzix.com,sizzix.com,,708609,859043,Exact
sizzix.info,sizzix.com,,708609,859043,Approximate
skala.nl,skala.fm,,,755046,Approximate
skateamerica.com,skateamerica.com,829097,,,Exact
skatehut.es,skatehut.co.uk,516330,836161,932128,Approximate
skateistan.org,skateistan.org,,404615,219241,Exact
skately.com,skately.com,,924833,,Exact
skatewarehouse.co.uk,skatewarehouse.com,264296,272225,329522,Approximate
skechers.com.au,skechers.com,64298,113289,108549,Approximate
skechers.com.tr,skechers.com,64298,113289,108549,Approximate
skechers.dk,skechers.com,64298,113289,108549,Approximate
skechers.se,skechers.com,64298,113289,108549,Approximate
skeptic.dk,skeptic.libsyn.com,780769,667104,519861,Approximate
sketchbook.com.ua,sketchbook.com,72437,23137,206958,Approximate
sketchbubble.com,sketchbubble.com,422143,417051,765656,Exact
ski.com,ski.com,787377,817055,771164,Exact
sk-ii.com,sk-ii.com,162176,303443,150014,Exact
skillet.com,skillet.lifehacker.com,379862,239906,49088,Approximate
skim-a-round.com,skim-a-round.com,,978497,,Exact
skin.com.sa,skin.finenigo.info,151291,91307,30905,Approximate
skin.pt,skin.finenigo.info,151291,91307,30905,Approximate
skin4gadgets.com,skin4gadgets.com,800847,,,Exact
skincancer.org,skincancer.org,317093,299944,199682,Exact
skincarebyalana.com,skincarebyalana.com,650182,631983,,Exact
skincarerx.com,skincarerx.com,744845,849523,787990,Exact
skind.nyc,skind.nyc,945162,,,Exact
skininc.ca,skininc.com,924085,,812298,Approximate
skinit.com,skinit.com,441467,409213,363869,Exact
skinlaundry.hk,skinlaundry.com,,950852,,Approximate
skinnydiplondon.com,skinnydiplondon.com,623310,545876,,Exact
skinnytan.co.nz,skinnytan.com,,885415,,Approximate
skinnytan.co.uk,skinnytan.com,,885415,,Approximate
skinnytan.com,skinnytan.com,,885415,,Exact
skinnytan.com.au,skinnytan.com,,885415,,Approximate
skinnytan.es,skinnytan.com,,885415,,Approximate
skinov8.com,skinov8.net,894979,,,Approximate
skins.net,skins.minecraft.net,127736,113290,62863,Approximate
skins.nl,skins.minecraft.net,127736,113290,62863,Approximate
skins.se,skins.minecraft.net,127736,113290,62863,Approximate
skinsolutions.md,skinsolutions.us1.list-manage.com,688759,514571,623689,Approximate
skinsystem.it,skinsystem.ely.by,,959783,479327,Approximate
skiphop.com,skiphop.com,218656,253797,206959,Exact
skipsboots.com,skipsboots.com,807558,713316,,Exact
skitty.com.ph,skitty.xyz,968739,,,Approximate
sklarcorp.com,sklarcorp.com,968740,933171,914445,Exact
sklarcorp.net,sklarcorp.com,968740,933171,914445,Approximate
skoda-auto.de,skoda-auto.de,650184,870646,812300,Exact
skogstadsport.no,skogstadsport.no,,,914446,Exact
skol.co,skol.com.ua,,916730,744658,Approximate
skola.toys,skola.edu.mt,,,959593,Approximate
skoob.us,skoob.com.br,739324,753065,210858,Approximate
skorarunning.com,skorarunning.com,,,881351,Exact
skullcandy.com,skullcandy.com,609299,667106,614317,Exact
skullcrush.com,skullcrush.com,885937,,,Exact
skuvault.com,skuvault.com,924090,804543,,Exact
skyauction.com,skyauction.com,807561,502203,438237,Exact
skybound.com,skybound.com,750533,836169,,Exact
skycomp.com.au,skycomp.ca,,,724686,Approximate
skydentalsupply.com,skydentalsupply.com,,823242,,Exact
skygo.hu,skygo.skyadsmart.com,134407,75840,100062,Approximate
skyhomedecor.com,skyhomedecor.com,913987,,,Exact
skyline.co.nz,skyline.net.id,380757,610067,354650,Approximate
skylinewellness.co.uk,skylinewellness.com,,,441018,Approximate
skymall.com,skymall.com,981094,900696,859056,Exact
skype,skype.com,35,47,80,Approximate
skypoint.in,skypoint.com,,,889243,Approximate
skyroam.com,skyroam.com,469961,699862,,Exact
skystore.com.au,skystore.com,904310,293150,739606,Approximate
skywatches.com.sg,skywatches.com.sg,,998681,,Exact
skyway.co.nz,skyway.capital,829107,,749913,Approximate
skywell.co.nz,skywell.com.ua,522565,,,Approximate
slack.fr,slack.com,1245,1757,3094,Approximate
slack.shop,slack.com,1245,1757,3094,Approximate
slamcity.com,slamcity.com,609300,,,Exact
slamdunk.com.ua,slamdunk.sports.sina.com.cn,453795,348259,,Approximate
slaters.co.uk,slaters.co.uk,956665,924843,680744,Exact
sleefs.com,sleefs.com,,998685,,Exact
sleephappens.com,sleephappens.com,,856472,,Exact
sleepinggianttexas.com,sleepinggianttexas.com,,722740,,Exact
sleepnumber.com,sleepnumber.com,9768,22129,13992,Exact
sleequipment.com,sleequipment.com,550015,683057,672841,Exact
slic.com.br,slic.com,638292,786625,873751,Approximate
slice.gr,slice.api.kustomerapp.com,135856,276048,255783,Approximate
slick.video,slick.ly,768263,,,Approximate
slickcaseofficial.com,slickcaseofficial.com,589992,,,Exact
slickwraps.com,slickwraps.com,693449,659638,701623,Exact
slide.house,slide.sports.sina.com.cn,169315,219115,131402,Approximate
slidebelts.com,slidebelts.com,,479556,601985,Exact
slideshow.net.au,slideshow.hibustudio.com,168902,179921,136218,Approximate
slideteam.net,slideteam.net,175460,230324,288016,Exact
slimme1.com,slimme1.com,968768,,,Exact
slimwallet.co,slimwallet.co,,675024,,Exact
slingbox.com,slingbox.com,114356,156319,140011,Exact
slingmedia.com,slingmedia.com,167916,161477,99691,Exact
slinky.in,slinky.me,,,923242,Approximate
slonik.co,slonik.ria.com,198996,284302,,Approximate
slonik.kz,slonik.ria.com,198996,284302,,Approximate
slot.ng,slot.ng,,,932143,Exact
slotomania.com,slotomania.com,243268,297595,268291,Exact
slowtide.co,slowtide.us12.list-manage.com,993779,,,Approximate
slow-watches.com,slow-watches.com,,978509,,Exact
slugger.com,slugger.com,190420,257699,169830,Exact
slunecnice.info,slunecnice.cz,,642026,,Approximate
smalley.cc,smalley.com,733905,810809,812335,Approximate
smallhd.eu,smallhd.com,609305,,,Approximate
smallhd.fr,smallhd.com,609305,,,Approximate
smalltattoos.com,smalltattoos.com,956695,,,Exact
smallwoodhome.com,smallwoodhome.com,304161,619190,,Exact
smappee.com,smappee.net,574988,578487,539587,Approximate
smart.ae,smart.link,28469,12819,10197,Approximate
smartandfinal.com,smartandfinal.com,397270,459349,401638,Exact
smartass.co.nz,smartass.g2afse.com,27536,,,Approximate
smartbox.com,smartbox.com,456588,388204,345110,Exact
smartbuy.ng,smartbuy.hdfcbank.com,956696,526072,140211,Approximate
smartcard.com.sg,smartcard.apps.coloros.com,377138,,,Approximate
smartcare.ro,smartcare.jostle.us,654170,798462,,Approximate
smarter.am,smarter.com,81686,79371,630073,Approximate
smart-gsm.net,smart-gsm.com,356082,365757,173370,Approximate
smarthome.com,smarthome.com,435152,348870,283585,Exact
smarthome.com.au,smarthome.sys.comcast.net,43970,45399,46670,Approximate
smartkids.co.nz,smartkids.com.br,860380,737562,194284,Approximate
smartkids.co.uk,smartkids.com.br,860380,737562,194284,Approximate
smartkids.com.au,smartkids.com.br,860380,737562,194284,Approximate
smartliving.com.au,smartliving.globalsources.com,,695639,851805,Approximate
smartlock.co.uk,smartlock.google.com,2693,8225,,Approximate
smartmart.it,mailchimpsmart-app.smartmart.com.ua,911469,,,Approximate
smartnora.com,smartnora.com,,221852,,Exact
smartoffice.com.ng,smartoffice.comcast.com,675389,942007,,Approximate
smartosc.com,smartosc.com,,,771178,Exact
smartplanet.net,smartplanet.com,,,322840,Approximate
smartpractice.ro,smartpractice.com,469966,570518,465589,Approximate
smartpress.com.ua,smartpress.com,787396,916745,812343,Approximate
smartron.com,smartron.com,,545886,,Exact
smartscan.ro,smartscan.controlscan.com,852402,823258,,Approximate
smartscrubs.cl,smartscrubs.com,,893021,,Approximate
smartsecurity.mx,smartsecurity.orange.es,,,959621,Approximate
smartseedstore.com,smartseedstore.com,,,799812,Exact
smartshopper.ae,smartshopper.my,,878065,720000,Approximate
smartslider.net,smartslider.azurewebsites.net,,342897,,Approximate
smartspot.ie,smartspot.wnmscloud.com,,,323584,Approximate
smartstartinc.com,smartstartinc.com,586897,717954,889262,Exact
smartstore.ch,smartstore.naver.com,219888,261832,320016,Approximate
smartstore.cz,smartstore.naver.com,219888,261832,320016,Approximate
smartstore.ng,smartstore.naver.com,219888,261832,320016,Approximate
smarttech.com,smarttech.com,36411,47213,53682,Exact
smartturnout.co.uk,smartturnout.com,,,881362,Approximate
smartturnout.com,smartturnout.com,,,881362,Exact
smartware.co.nz,smartware.wdc.com,508300,378563,286484,Approximate
smartwool.com,smartwool.com,756371,699870,392938,Exact
smartx.be,smartx.collector.rbwtech.net,654172,,330263,Approximate
smartypantsvitamins.com,smartypantsvitamins.com,,,445301,Exact
smartzone.pt,smartzone.mail.comcast.net,,84237,86069,Approximate
smashingmagazine.com,smashingmagazine.com,123451,101286,73700,Exact
smashterminator.com,smashterminator.com,,764038,,Exact
smbc.nl,smbc.co.jp,392645,415082,465590,Approximate
smeg.nl,smeg.it,,836194,793904,Approximate
smeonline.sg,googledfp.smeonline.sk,833676,836195,,Approximate
smileback.in,smileback.io,199321,263520,304753,Approximate
smilebrilliant.com,smilebrilliant.com,,,676744,Exact
smilemakers.com,smilemakers.com,666796,565410,755065,Exact
smilingmind.org.au,smilingmind.com.au,626958,,647089,Approximate
smith-com.de,smith-com.mail.protection.outlook.com,,,825080,Approximate
smkw.com,smkw.com,531265,565412,782232,Exact
smokefree.in,smokefree.gov,479545,503967,537276,Approximate
smokefree.net.au,smokefree.gov,479545,503967,537276,Approximate
smoking-meat.com,smoking-meat.com,563283,484185,389760,Exact
smoko.com,smoko.com,,,715312,Exact
smoko.es,smoko.com,,,715312,Approximate
smoko.fr,smoko.com,,,715312,Approximate
smol.com.au,smol.aif.ru,121579,230157,345111,Approximate
smooch.co.id,smooch.io,17634,39681,47285,Approximate
smooch.hk,smooch.io,17634,39681,47285,Approximate
smooth-on.com,smooth-on.com,756377,727655,765674,Exact
smoove.ca,smoove.io,924130,,,Approximate
smoove.co.nz,smoove.io,924130,,,Approximate
smrt.link,smrt.as,9390,15398,19400,Approximate
smsp.fr,smsp.mbs.boc.cn,438953,555431,517755,Approximate
smws.co.uk,smws.chase.com,56486,48232,70336,Approximate
smws.com,smws.chase.com,56486,48232,70336,Approximate
smyk.com,smyk.com,399169,478095,360503,Exact
smythson.com,smythson.com,577924,581348,475792,Exact
snac.com,snac.com,,,866404,Exact
snackbreak.ca,snackbreak.me,,,999257,Approximate
snacknation.com,snacknation.com,156765,285637,162421,Exact
snag.golf,snag.gy,273889,305022,206484,Approximate
snailvinyls.com,snailvinyls.com,,,812406,Exact
snakeriverfarms.com,snakeriverfarms.com,547579,638596,905917,Exact
snappy.toys,snappy.appypie.com,516352,485760,398311,Approximate
sncf.com,sncf.com,172123,164468,193896,Exact
sneakerbaas.com,sneakerbaas.com,679832,642051,,Exact
sneakerfreaker.com,sneakerfreaker.com,605991,601343,310106,Exact
sneakerfreaker.top,sneakerfreaker.com,605991,601343,310106,Approximate
sneakerhead.cn,sneakerhead.cn,,,744730,Exact
sneakerhead.com,sneakerhead.com,956756,584186,566099,Exact
sneakerhead.online,sneakerhead.ru,222470,584186,566099,Approximate
sneakerjunkiesusa.com,sneakerjunkiesusa.com,602760,410215,,Exact
sneakernews.com,sneakernews.com,72457,82100,92555,Exact
sneakerpolitics.com,sneakerpolitics.com,612739,441148,633409,Exact
sneakerworldshop.com,sneakerworldshop.com,,699891,,Exact
sneakerworldshop.net,sneakerworldshop.com,,699891,,Approximate
sneakhype.com,sneakhype.com,,,873849,Exact
sneakpeek.co.il,sneakpeek.moviesanywhere.com,,246750,,Approximate
snellvillejeweler.com,snellvillejeweler.com,895047,,,Exact
snooper.co.uk,snooper.mojang.com,191674,139138,72442,Approximate
snooper.ie,snooper.mojang.com,191674,139138,72442,Approximate
snooper.pt,snooper.mojang.com,191674,139138,72442,Approximate
snooze.com.pk,snooze.bombbomb.com,807617,,,Approximate
snorgtees.com,snorgtees.com,106384,274698,191375,Exact
snowboard.boutique,snowboard.com,,,509478,Approximate
snowbound.com,snowbound.com,,,932253,Exact
snowehome.com,snowehome.com,744892,,825150,Exact
snowleader.at,snowleader.com,868565,,,Approximate
snowleader.be,snowleader.com,868565,,,Approximate
snowleader.ch,snowleader.com,868565,,,Approximate
snowleader.co.uk,snowleader.com,868565,,,Approximate
snowleader.com,snowleader.com,868565,,,Exact
snowleader.de,snowleader.com,868565,,,Approximate
snowmachine.me,snowmachine.me,,458032,229566,Exact
snowpeak.com,snowpeak.com,626977,836233,,Exact
snowqueen.ru,snowqueen.ru,895050,,,Exact
sns.it,sns.it,895053,586993,576530,Exact
snugpak.com,snugpak.com,,924926,623731,Exact
snyderpowersports.com,snyderpowersports.com,844646,,,Exact
soak.nl,soak.com,634455,959857,941234,Approximate
soap.club,soap.hotschedules.com,122147,113571,173372,Approximate
soap.ua,soap.hotschedules.com,122147,113571,173372,Approximate
soapandglory.com,soapandglory.com,,526079,,Exact
soar.gg,soar.cci.nu.edu,728491,924927,,Approximate
sobre.com.au,sobre.sapo.pt,,123246,184079,Approximate
socal.co.uk,socal.rr.com,59852,54854,53926,Approximate
socalelectric.com,socalelectric.com,934674,,,Exact
soccerandrugby.com,soccerandrugby.com,,933268,,Exact
soccerbible.com,soccerbible.com,590018,460784,411119,Exact
soccerloco.com,soccerloco.com,642270,482622,697394,Exact
soccersource.com,soccersource.mjyx.com,,475046,,Approximate
soccerstop.com,soccerstop.com,,959861,,Exact
socialbicycles.com,socialbicycles.com,512274,581358,950386,Exact
socialdeal.com.bn,socialdeal.nl,184102,318091,324982,Approximate
socialstatuspgh.com,socialstatuspgh.com,432732,282707,866410,Exact
socialthinking.com.au,socialthinking.com,609339,589870,371975,Approximate
socialthinking.sg,socialthinking.com,609339,589870,371975,Approximate
socioambiental.org,socioambiental.org,,,430031,Exact
sockdrawer.com,sockdrawer.com,,,806038,Exact
sockdreams.com,sockdreams.com,,616145,889361,Exact
socks.com,socks.live.bigo.sg,42704,34546,41550,Approximate
sockshop.co.nz,sockshop.co.uk,,695682,,Approximate
sococo.co.nz,sococo.com,448308,342319,430032,Approximate
socomec.com.tw,socomec.com,688806,536662,503083,Approximate
socrates.nl,socrates.gm.com,662499,622372,188358,Approximate
sodastream.at,sodastream.com,630747,798513,,Approximate
